index,residual,influ,b_nbaths,b_nbeds,b_area,b_age,se_nbaths,se_nbeds,se_area,se_age
8.530000000000000000e+02,4.833248485308084241e+01,3.326511006366344395e-04,8.107413562296041931e+00,-3.701415310028349381e+01,1.852720852985815514e-01,-8.273770165659539710e-01,4.210067934060083950e+00,2.715681871329375330e+00,4.528127077483364189e-03,6.919921446583869595e-02
8.540000000000000000e+02,-1.890023599060027095e+02,2.061086766777319324e-03,9.611270450163212686e+00,-4.174330529839063075e+01,1.933182479457551672e-01,-8.340889950028055333e-01,4.173331699185701460e+00,2.721627820958107069e+00,4.419793477740355074e-03,6.926685377710244118e-02
8.550000000000000000e+02,-3.287537349008800902e+01,9.216151823670517759e-04,1.093259579476989707e+01,-4.389493208346226538e+01,1.959282566207617982e-01,-8.337937583470722558e-01,4.261020427331682292e+00,2.792025197725050312e+00,4.511432107022747551e-03,7.067391773928977106e-02
8.560000000000000000e+02,1.199545794743249871e+01,2.875619955995894583e-04,8.392071072890271211e+00,-3.814886046369743156e+01,1.876089680695282869e-01,-8.337293225070103730e-01,4.111807640368352779e+00,2.659159615786340414e+00,4.398515715973712152e-03,6.801184427235627827e-02
8.570000000000000000e+02,-4.816774601206552120e+01,1.141181471153324915e-03,8.048213328967822378e+00,-3.260747230023424237e+01,1.737924853104889089e-01,-7.900265430139239431e-01,4.115503728254918947e+00,2.615066812604356805e+00,4.523748505500565197e-03,6.680389486394119891e-02
8.580000000000000000e+02,-3.733235577464924972e+02,2.837142641349814365e-03,7.620106580502257643e+00,-3.435334065428556727e+01,1.792138550357808002e-01,-8.071357063388786557e-01,4.484471722127843840e+00,2.867603077262056210e+00,4.904301064080680665e-03,7.244872790693629439e-02
8.590000000000000000e+02,4.252311272743183679e+01,1.157882162310411907e-03,8.322397555693211046e+00,-3.376189939529405137e+01,1.757473449788038711e-01,-7.926286641104852704e-01,4.013413682980064401e+00,2.555107359967765834e+00,4.370274256012589981e-03,6.557952403308053846e-02
8.600000000000000000e+02,-7.146768566491005004e+01,3.422225132960685957e-03,8.764563273574387026e+00,-3.989447750725042852e+01,1.902821869601107885e-01,-8.266567568905686114e-01,4.248028715274026368e+00,2.762171573359107679e+00,4.485434184576665533e-03,7.024504719593396840e-02
8.610000000000000000e+02,-2.450513790810812509e+01,7.193166398266086963e-04,8.155240525209528357e+00,-3.422163715336317580e+01,1.777242094173877573e-01,-7.995951811677104448e-01,3.986309849325344601e+00,2.543134089588341418e+00,4.336514526113949795e-03,6.540254337306972143e-02
8.620000000000000000e+02,4.829227352486039990e+02,6.282417634445546656e-03,7.672217531372123922e+00,-3.470326679413231119e+01,1.800406364777083212e-01,-8.100761639294795646e-01,4.454129922327733304e+00,2.851403920202288500e+00,4.860397237963923547e-03,7.210322404441893429e-02
8.630000000000000000e+02,-1.309245841573718963e+02,4.509170681965735464e-03,8.296948741888375167e+00,-3.316940595069250719e+01,1.743828602572645714e-01,-7.909947959221160785e-01,4.050163989087685934e+00,2.577583962612473023e+00,4.429761405563311175e-03,6.596976039457461138e-02
8.640000000000000000e+02,1.330979274139983204e+01,3.480549993038220763e-04,8.311451034188085174e+00,-3.279278573290714149e+01,1.733696938425504652e-01,-7.900116838404932507e-01,4.119785536247011493e+00,2.621053444539446442e+00,4.515760510328575145e-03,6.687192913901682245e-02
8.650000000000000000e+02,-6.379784057725284185e+01,9.453208610917080649e-04,8.009148081697841093e+00,-3.583297596164745613e+01,1.828174498393867475e-01,-8.204628186279954161e-01,4.087180487039203669e+00,2.630276399409217980e+00,4.419560575483909119e-03,6.743022621922048487e-02
8.660000000000000000e+02,-1.536691071416452701e+02,8.223758771478799096e-04,8.087581941480593173e+00,-3.249829611024374998e+01,1.734082163441198476e-01,-7.893195961680888884e-01,4.103670090265414849e+00,2.606688745641548621e+00,4.513953092039974836e-03,6.659965145194260416e-02
8.670000000000000000e+02,7.257545977192228293e+01,6.078763155610246958e-03,8.890097474188971560e+00,-4.014787430612607011e+01,1.910193091416054756e-01,-8.331855155613535624e-01,4.123101582274983912e+00,2.676298769492788221e+00,4.373168577579456678e-03,6.841103622464518585e-02
8.680000000000000000e+02,-2.825042431180298763e+01,2.793013560742900903e-04,8.796303143134462488e+00,-3.950308805474068663e+01,1.901194100510242846e-01,-8.382666625980473851e-01,4.044096769545973302e+00,2.620439201178239141e+00,4.307403322282027901e-03,6.721261426058604271e-02
8.690000000000000000e+02,1.608791743711643676e+02,7.430495486255476274e-04,7.888707642200114556e+00,-3.192343672410495969e+01,1.723626444003065472e-01,-7.859543816767320390e-01,4.269583030570212046e+00,2.705627633100789797e+00,4.716913357114276180e-03,6.878908136460237799e-02
8.700000000000000000e+02,-1.485911977685910301e+02,3.727790823117558411e-03,8.183901210166894202e+00,-3.709574172076357712e+01,1.852973975815306318e-01,-8.274535428955630545e-01,4.283582436486907952e+00,2.760022474274605564e+00,4.609841483640711619e-03,7.017831776954110146e-02
8.710000000000000000e+02,-6.580679112900841687e+01,3.280430713224291128e-04,9.292842997422383178e+00,-4.121960487210088786e+01,1.924767774983999202e-01,-8.307768559125281449e-01,4.212592296186992158e+00,2.747584966811782881e+00,4.453980571044047730e-03,6.982979852245481400e-02
8.720000000000000000e+02,-1.591880860287136557e+01,7.010780121562730028e-04,1.007932926088644976e+01,-4.299129104104291343e+01,1.944175479314036725e-01,-8.216437823552438235e-01,4.430609444205233061e+00,2.922422712559155755e+00,4.657949630648636381e-03,7.336609148241442224e-02
8.730000000000000000e+02,-8.244531377600230826e+01,2.504778488148039065e-04,8.217820724071280836e+00,-3.378205997559113172e+01,1.763051063856394263e-01,-7.951405037404333243e-01,3.982166808850917228e+00,2.536591808561903250e+00,4.341621179856822513e-03,6.518881154196094763e-02
8.740000000000000000e+02,-4.592546856424496582e+01,9.624156323538583975e-04,8.566086079641184625e+00,-3.907107826241568205e+01,1.893918569660931472e-01,-8.349099065959514343e-01,4.041667897787172947e+00,2.615577273602912367e+00,4.306145628103759913e-03,6.715471275018879138e-02
8.750000000000000000e+02,-7.234620665336876755e+00,9.035628872334795086e-04,8.439352521253884021e+00,-3.853509912246909153e+01,1.884474392569129853e-01,-8.348464069081621419e-01,4.041555937395761688e+00,2.615082149391136035e+00,4.315886369205567709e-03,6.710559748325896356e-02
8.760000000000000000e+02,3.539659147525646432e+01,9.489180320850285196e-04,9.316426045282796053e+00,-4.138884963578538390e+01,1.925552969383879653e-01,-8.271966277137361434e-01,4.286190099944099607e+00,2.803128856095913335e+00,4.520234841483676720e-03,7.097044752181559668e-02
8.770000000000000000e+02,-8.304662809253881051e+01,9.938079763897049619e-04,1.052384400847283352e+01,-4.355117542230324545e+01,1.952816423173126259e-01,-8.263605467018448891e-01,4.368888131045373768e+00,2.876322572282865586e+00,4.607786153685016969e-03,7.239853359872248928e-02
8.780000000000000000e+02,-5.785644309034329353e+02,8.554609301253939674e-03,8.408815933385122676e+00,-3.635906719719538671e+01,1.823605583056844837e-01,-8.080416307654341157e-01,3.996071175519958274e+00,2.547437455893673430e+00,4.285626921286788890e-03,6.588501037732399923e-02
8.790000000000000000e+02,-2.218544340509104273e+01,1.196274679879727812e-03,8.135628570899116951e+00,-3.454286271974565636e+01,1.786775615021103658e-01,-8.027839193706231002e-01,3.991326484642334638e+00,2.549253106450983353e+00,4.335055898214012701e-03,6.557897761121501967e-02
8.800000000000000000e+02,-6.961668686280980012e+01,2.118881790641929941e-03,9.617405549151119004e+00,-4.213071578611921808e+01,1.933856823412251624e-01,-8.231620277107052353e-01,4.383089699332614053e+00,2.881389857190276960e+00,4.609678966452902815e-03,7.254824837036787100e-02
8.810000000000000000e+02,1.749416157907401725e+01,3.019945623877230700e-04,8.377152408644160886e+00,-3.505380677261982925e+01,1.788076302868592538e-01,-7.973568257455375674e-01,3.972270545636089167e+00,2.527706949737142939e+00,4.288040532470113048e-03,6.525007312168307205e-02
8.820000000000000000e+02,-2.979328013022569621e+01,2.746026939679322137e-03,7.808151200637507117e+00,-3.558779370674305653e+01,1.822828299311222422e-01,-8.181161756646793126e-01,4.211056265153318989e+00,2.710377642293444911e+00,4.560185588230522905e-03,6.903711193879925878e-02
8.830000000000000000e+02,-8.537445930258965632e+01,2.095202564450647249e-03,8.253273160656789287e+00,-3.756131962188021589e+01,1.864850613767962684e-01,-8.289375073482290190e-01,4.058714302569972787e+00,2.615729744767947285e+00,4.344502428498492851e-03,6.724368897152258051e-02
8.840000000000000000e+02,-1.700753792160068656e+01,3.098658473813678191e-03,8.231931445660942259e+00,-3.502339647098229847e+01,1.795921696698662973e-01,-8.040225254352113549e-01,3.955758113321973024e+00,2.524777889814226128e+00,4.282451394322912483e-03,6.513369375118455151e-02
8.850000000000000000e+02,-1.630828254080246609e+02,9.011409273892642680e-04,8.435420868451213749e+00,-3.663708856354050170e+01,1.830001533165951377e-01,-8.094427770313612491e-01,4.020304526893191621e+00,2.564077384901471302e+00,4.303450121845738691e-03,6.628402314460686562e-02
8.860000000000000000e+02,6.889585700737305274e+01,1.905734019449773463e-03,7.779354393872893070e+00,-3.266806101487281211e+01,1.745593137074315515e-01,-7.913595639446783236e-01,4.304606348262357329e+00,2.738314647536328028e+00,4.735510738714776048e-03,6.953258577026809328e-02
8.870000000000000000e+02,-4.256267566712585904e+01,2.922313290663247111e-03,1.111052359617939089e+01,-4.421419002743607507e+01,1.962179077704006847e-01,-8.317777744350869362e-01,4.303458231318490590e+00,2.825125595014146285e+00,4.552984081594724404e-03,7.135073073833199386e-02
8.880000000000000000e+02,4.069636133053154481e+01,7.277186372354776294e-04,8.028212436345670611e+00,-3.268339467937079945e+01,1.740413560228053769e-01,-7.905587177794425324e-01,4.121834793557035859e+00,2.619833845279216700e+00,4.528558045706676527e-03,6.691878034905020256e-02
8.890000000000000000e+02,-5.741349773010878721e+01,1.872639432685732023e-03,8.382568531113582466e+00,-3.531079386417153643e+01,1.794866133341367909e-01,-7.990370907933617151e-01,3.967464432290391585e+00,2.524697498282618024e+00,4.277076563116919729e-03,6.523379186818194231e-02
8.900000000000000000e+02,2.733577938700381083e+01,2.526463457851449955e-03,8.060059160122252209e+00,-3.226467270324388892e+01,1.728783808567386782e-01,-7.881408090751645945e-01,4.134885086677789090e+00,2.624360990389908110e+00,4.555860030791270693e-03,6.697833660296460823e-02
8.910000000000000000e+02,4.456319260532861648e+01,3.655198892762717830e-04,8.166542543983084101e+00,-3.376324270799364058e+01,1.764547582729646957e-01,-7.960167619432708674e-01,3.995964718683389538e+00,2.546290463317999908e+00,4.358357893396311127e-03,6.540523955308077952e-02
8.920000000000000000e+02,-1.983700775205819866e+02,2.043453860056151060e-03,8.253164915086122377e+00,-3.282863848919841132e+01,1.737233540973019408e-01,-7.902305780366776222e-01,4.057013114087039796e+00,2.580444342628555709e+00,4.450408666334250245e-03,6.599283218809233464e-02
8.930000000000000000e+02,-1.517877001929287530e+02,1.348415804183439402e-03,8.201305652608546382e+00,-3.279434437161347660e+01,1.738254692736181384e-01,-7.903390539611903076e-01,4.050308155623730144e+00,2.575503173926664946e+00,4.445350544363371043e-03,6.590223445867415819e-02
8.940000000000000000e+02,-1.574294891603145530e+01,9.763709857024999335e-04,8.038788256898072859e+00,-3.538908593113368539e+01,1.814425115344775463e-01,-8.143813582455041722e-01,4.057578420315379297e+00,2.604676309951104329e+00,4.393885821053577709e-03,6.685406596816564906e-02
8.950000000000000000e+02,-9.801161947671920416e+01,1.790459342343935639e-03,8.224608647311683285e+00,-3.727536516922467769e+01,1.856864197212336198e-01,-8.286197583535387379e-01,4.260547513677103382e+00,2.746876329010563111e+00,4.580094828182525862e-03,6.989424638065432072e-02
8.960000000000000000e+02,-6.352819377616572183e+01,3.396598884373600198e-03,9.643795387857965196e+00,-4.195162822225455557e+01,1.934481787661634367e-01,-8.302140836590706785e-01,4.249074767062400504e+00,2.778878830563860980e+00,4.489541123719646178e-03,7.043733677577178331e-02
8.970000000000000000e+02,-2.155923594308870008e+02,2.140755641716675286e-03,8.392390319207370553e+00,-3.733833961776574029e+01,1.855541452360587873e-01,-8.236886396190403747e-01,4.095668773582374911e+00,2.631014692866016080e+00,4.378907840293337107e-03,6.767421123435189700e-02
8.980000000000000000e+02,3.185769840742086956e+01,5.183585617878930197e-04,8.202922685069493625e+00,-3.322465055685754010e+01,1.749166139942867626e-01,-7.923037524611696858e-01,4.016818879608948123e+00,2.556361769514193139e+00,4.395516845682650130e-03,6.554035481531107765e-02
8.990000000000000000e+02,2.436149200421764505e+01,8.230329487204955186e-04,9.184783678670974894e+00,-4.120490819866591892e+01,1.921023987117184695e-01,-8.232001215862495558e-01,4.356847239156471652e+00,2.854680448123660508e+00,4.581653911813656464e-03,7.205519709009150509e-02
9.000000000000000000e+02,-1.729706711606485214e+01,1.773693160622051915e-03,1.034771051655540930e+01,-4.294539251075526209e+01,1.948884188540022655e-01,-8.357796590707432527e-01,4.194329195248847064e+00,2.740421568977426059e+00,4.443946765654505776e-03,6.962445891137236664e-02
9.010000000000000000e+02,-1.642963569332940210e+02,8.676103815718907248e-04,8.337520672118159837e+00,-3.441348559771803650e+01,1.773566027393590483e-01,-7.952883868265359091e-01,3.974728735367827337e+00,2.530519495529429008e+00,4.310100199789988241e-03,6.516859536820820975e-02
9.020000000000000000e+02,2.875112918812405383e+01,3.728926933477216777e-04,8.028326954036471008e+00,-3.349763963415726664e+01,1.761987971881817661e-01,-7.962131667989389427e-01,4.077179767245442399e+00,2.599013733008179283e+00,4.456592340078297659e-03,6.653445630767709784e-02
9.030000000000000000e+02,6.912415569728537434e+00,8.784431769627511124e-04,7.789071474570127940e+00,-3.475168750918697924e+01,1.803006832879686383e-01,-8.117316320406897656e-01,4.208215563284047001e+00,2.704111160097780076e+00,4.578593669552946666e-03,6.888091672828453027e-02
9.040000000000000000e+02,4.540439587032591362e+01,5.678215074838538056e-04,7.957407839266227967e+00,-3.490967114292343609e+01,1.803401084027876355e-01,-8.109466183081472934e-01,4.098955713033501702e+00,2.630179966014588366e+00,4.450868940690941127e-03,6.733686438523810158e-02
9.050000000000000000e+02,1.810604547137523923e+01,2.639738040528992902e-03,7.819657535029326034e+00,-3.564463205872297635e+01,1.824216732750217895e-01,-8.186040937302029308e-01,4.197224710102664069e+00,2.702106462699089828e+00,4.543386766904049766e-03,6.886298605370279324e-02
9.060000000000000000e+02,6.416165749503844040e+01,5.451970073032405637e-04,7.861148647229252440e+00,-3.589362933451246818e+01,1.830026156261682635e-01,-8.205283237389381368e-01,4.165055326390524115e+00,2.683251688877846597e+00,4.501747856079649397e-03,6.847229099432947108e-02
9.070000000000000000e+02,-4.323741897185971084e+01,4.325367378587999592e-04,8.025743710394072750e+00,-3.682345153432311946e+01,1.849979136047803507e-01,-8.265656301750448076e-01,4.144921087266523863e+00,2.674924335915701779e+00,4.459039643547779881e-03,6.831823580489253256e-02
9.080000000000000000e+02,-3.822866572924047546e+01,6.354412965701259231e-04,8.352082821017004832e+00,-3.462947017099966729e+01,1.778355193875641449e-01,-7.959039949624454602e-01,3.972984799465955952e+00,2.529020256326683924e+00,4.301420605927249591e-03,6.518345918724130494e-02
9.090000000000000000e+02,-2.309143170811691448e+02,8.718022747942468995e-04,9.771439937591328118e+00,-4.175152449699364610e+01,1.934832857238532045e-01,-8.399133906559708151e-01,4.092281691949395395e+00,2.661610749441577717e+00,4.343603015661518657e-03,6.803771235183606048e-02
9.100000000000000000e+02,1.710165550567018045e+01,4.708122862093184298e-04,8.746021939748105822e+00,-3.982529463216843624e+01,1.901636637566879173e-01,-8.265463024949859516e-01,4.248009052444342792e+00,2.761455744833270831e+00,4.485658426589255246e-03,7.023733011528227044e-02
9.110000000000000000e+02,1.737147786251774448e+02,8.215990032287616646e-04,7.886963731508461528e+00,-3.190354139596990279e+01,1.723140046396196279e-01,-7.858283979102870243e-01,4.272344821050682029e+00,2.707140605501461295e+00,4.720639485796009754e-03,6.882214557240903807e-02
9.120000000000000000e+02,8.511096900858746039e+00,3.139903851153539888e-04,8.034032841009238979e+00,-3.241674342070002268e+01,1.733332831336658331e-01,-7.889662853527137365e-01,4.137080555804913296e+00,2.627016721021504519e+00,4.553508730029549346e-03,6.705530562092952562e-02
9.130000000000000000e+02,-1.492248910152034966e+02,9.816075912928152840e-04,8.787293272787962906e+00,-4.004338062343590821e+01,1.898582037385935783e-01,-8.160157130305968343e-01,4.455859302642541486e+00,2.917314778885477633e+00,4.664510546903975416e-03,7.350334818626497180e-02
9.140000000000000000e+02,1.256699207283366349e+01,3.949345898995276598e-04,7.979986988238183088e+00,-3.355284593921933833e+01,1.764860495127577866e-01,-7.972560030321694802e-01,4.106814662401308880e+00,2.619553162082673303e+00,4.488634830454939217e-03,6.698763676918395582e-02
9.150000000000000000e+02,-4.742220830845478474e+01,2.135483220176813066e-03,8.315632561274602708e+00,-3.377092465516322051e+01,1.758106616587117310e-01,-7.928477457608973378e-01,4.006315820617668777e+00,2.550649551425563377e+00,4.363050922058278949e-03,6.548255746204621752e-02
9.160000000000000000e+02,2.284710355479771593e+01,1.567850162253908849e-03,8.307602099822128494e+00,-3.568872132008117859e+01,1.810717923606083302e-01,-8.070743549557507501e-01,3.958329191971937444e+00,2.525657710272075196e+00,4.267239998662623011e-03,6.527645960229738753e-02
9.170000000000000000e+02,-7.499478604161059536e+01,4.073802675235677984e-04,8.105403296915664413e+00,-3.688656297713950494e+01,1.849236024969033720e-01,-8.263187091462612655e-01,4.264862694801411891e+00,2.748181706478374675e+00,4.592716356559189451e-03,6.990726710391034771e-02
9.180000000000000000e+02,-1.470232612880889178e+01,6.099375558017027963e-04,9.339603460445376371e+00,-4.143092652971779444e+01,1.926261068758753359e-01,-8.274622600682811635e-01,4.282503690364064752e+00,2.800678062874729424e+00,4.517130465821644555e-03,7.091685261292945963e-02
9.190000000000000000e+02,-4.186451265485291628e+01,7.149340392983230281e-04,8.151174201010256581e+00,-3.331015732065267088e+01,1.753188447716473308e-01,-7.933925400126897731e-01,4.023625655712115723e+00,2.561487745301086694e+00,4.401262879287994381e-03,6.567852859344612548e-02
9.200000000000000000e+02,2.297735022662545816e+02,3.513256033744309188e-03,8.283181491278527986e+00,-3.269382273186742793e+01,1.732639533891514594e-01,-7.897930435144915329e-01,4.093749295649198316e+00,2.603725385100234657e+00,4.493409556565653232e-03,6.647589408171061809e-02
9.210000000000000000e+02,3.339601442513087477e+02,2.708994255661631347e-03,8.351636395885760678e+00,-3.494652699399912876e+01,1.787030847132665690e-01,-7.980826330940883340e-01,3.958619239309798754e+00,2.520109635102436574e+00,4.279030723306521088e-03,6.504935556867075253e-02
9.220000000000000000e+02,4.983372293963577704e+01,5.522669660135784159e-04,8.565295360077168851e+00,-3.749645777707625172e+01,1.844278546265276653e-01,-8.075350227984605667e-01,4.155685911653915099e+00,2.654962820829089409e+00,4.409627242576801692e-03,6.838255382388611081e-02
9.230000000000000000e+02,-8.417706654144831191e+01,3.583806445997300325e-04,9.799239677104543134e+00,-4.232355528714963100e+01,1.938315930685728383e-01,-8.277079913068181583e-01,4.306569586998177712e+00,2.824114647691972735e+00,4.543181706828409473e-03,7.135386069669355513e-02
9.240000000000000000e+02,7.551166640804144947e+01,1.056861739415565753e-03,8.594828330881293610e+00,-3.783698558011228386e+01,1.852813776699820392e-01,-8.100820571349889310e-01,4.204536055942475592e+00,2.694332323100464333e+00,4.451431365467268912e-03,6.919984746700603984e-02
9.250000000000000000e+02,-7.972098495242676108e+00,2.916498145875746385e-03,9.044385188378466722e+00,-4.062439756120846823e+01,1.916381000399515755e-01,-8.311283645535962883e-01,4.183257334360732216e+00,2.722166326965820282e+00,4.426818498643729505e-03,6.934086782881700162e-02
9.260000000000000000e+02,-1.784518601632245094e+01,4.465505997788103156e-04,1.024046965402386888e+01,-4.294902842707374901e+01,1.947452671681563774e-01,-8.312264894479893806e-01,4.266530688798457760e+00,2.795845684912125595e+00,4.510908832008413659e-03,7.075421121812627834e-02
9.270000000000000000e+02,3.535597203264169508e+01,7.175523152101351103e-04,8.282600317331677786e+00,-3.328464982960946372e+01,1.747429275746705257e-01,-7.915674089417228387e-01,4.027255146732779068e+00,2.563216971139874456e+00,4.402359412877562654e-03,6.567548231388342650e-02
9.280000000000000000e+02,-1.472747172744647060e+01,6.357792925120950029e-04,9.370777461588339463e+00,-4.179031221967598242e+01,1.925973019664185826e-01,-8.166898262156544464e-01,4.475182859495866694e+00,2.949047831871040692e+00,4.687234695735396570e-03,7.399322358818316570e-02
9.290000000000000000e+02,1.174936618696985988e+02,1.387398190709634689e-03,8.364940999844852954e+00,-3.502905699542334617e+01,1.788345093732944535e-01,-7.979355683155757717e-01,3.963842471680946389e+00,2.522904827492158830e+00,4.281262830388365796e-03,6.513256484833643278e-02
9.300000000000000000e+02,5.508688478601334282e+01,3.731737117173304424e-04,8.186534668884956290e+00,-3.362808903866864085e+01,1.760242845449448423e-01,-7.947923045437229606e-01,3.995968499711731070e+00,2.545207437798859829e+00,4.361592820335209557e-03,6.535898614510154969e-02
9.310000000000000000e+02,-2.651276990590296734e+01,8.749316058225434060e-04,9.095100890537189287e+00,-4.039982638771874690e+01,1.915576345500761002e-01,-8.384125035890740429e-01,4.054748967006934102e+00,2.630999628797924039e+00,4.309878461447863053e-03,6.743248217646012621e-02
9.320000000000000000e+02,1.883086406946091529e+00,1.062119180255834171e-03,8.237132797833472964e+00,-3.775969284829178463e+01,1.869672038528925884e-01,-8.306481086610416620e-01,4.039957574887214520e+00,2.607474868823290937e+00,4.323634256702411742e-03,6.701093194844837120e-02
9.330000000000000000e+02,-5.697487616630309049e+01,6.430010492825175526e-04,8.313996449773977560e+00,-3.459812000674310184e+01,1.779969760403543599e-01,-7.974288744744360002e-01,3.954599534116860937e+00,2.518633717516336912e+00,4.286181216663425067e-03,6.493945863588919398e-02
9.340000000000000000e+02,9.654652673705385268e+00,9.411702914334968721e-04,7.808455032324947531e+00,-3.276809444586488951e+01,1.747712662290500374e-01,-7.920887685597712835e-01,4.275198342925317085e+00,2.720569180744523141e+00,4.699322741484521920e-03,6.914689553098751773e-02
9.350000000000000000e+02,6.769706281469825626e+01,1.072267533147529175e-03,9.582297153515160204e+00,-4.212196105483170072e+01,1.932715384255920266e-01,-8.209957779847039117e-01,4.418669547179085555e+00,2.908485234897455474e+00,4.640711757286639268e-03,7.311403091244143837e-02
9.360000000000000000e+02,-1.272528585722632499e+02,1.863363275590859420e-03,9.035417452252374915e+00,-4.062622639621169895e+01,1.916046034415034294e-01,-8.303457584933591207e-01,4.198700060283374391e+00,2.733260977844764739e+00,4.440670231708946161e-03,6.957254378247339222e-02
9.370000000000000000e+02,6.008410224256104470e+01,1.539504599218686522e-03,8.145620419812129143e+00,-3.724091468436535735e+01,1.857930840342498224e-01,-8.288871666310705377e-01,4.166265045519746302e+00,2.689777037706992058e+00,4.474637750641114430e-03,6.864557998414715090e-02
9.380000000000000000e+02,-2.874575420606709031e+01,8.913723245631410960e-04,8.175180779424090716e+00,-3.360068169038521546e+01,1.759945358918152680e-01,-7.948147797516397217e-01,4.000470818149802099e+00,2.548111463976137081e+00,4.367476936722940010e-03,6.542054412221200155e-02
9.390000000000000000e+02,-1.327955566402549152e+02,7.417800698894097327e-04,8.193899545949005159e+00,-3.361449697274600368e+01,1.759608435777365587e-01,-7.945829671490689528e-01,3.994876375371750665e+00,2.544332981492080759e+00,4.360620804578888704e-03,6.533646088937311580e-02
9.400000000000000000e+02,-8.187266107466152221e+01,2.870639083620082780e-04,7.776183726271163721e+00,-3.531769989368265783e+01,1.816599888014153730e-01,-8.160664628537468435e-01,4.223768831752046538e+00,2.716879422184513171e+00,4.580953053312343710e-03,6.916705736549361161e-02
9.410000000000000000e+02,-7.845745984347146873e+01,4.849922307417311226e-04,8.222350188414528915e+00,-3.286810222176510621e+01,1.739383198973866451e-01,-7.905290584112593111e-01,4.044954804548434701e+00,2.572636809043075790e+00,4.436807282443183502e-03,6.583994213053809275e-02
9.420000000000000000e+02,5.060404509429810105e+01,9.068781650204048523e-04,8.025434963237216834e+00,-3.655720540794132489e+01,1.842259196600431193e-01,-8.241508492097776584e-01,4.288955728640988951e+00,2.761398397409552175e+00,4.627008510733558906e-03,7.018554137759620837e-02
9.430000000000000000e+02,-2.268170193232091947e+01,2.826902428783379306e-04,8.337364811030557377e+00,-3.441200940808672470e+01,1.773537013360301229e-01,-7.952865771359973746e-01,3.974706901563325179e+00,2.530509353618942470e+00,4.310129670110122123e-03,6.516803788263778041e-02
9.440000000000000000e+02,9.559715761882330298e-01,1.165920760511038237e-03,7.820575949354594769e+00,-3.258744029861301783e+01,1.742582673286184880e-01,-7.905973118229668861e-01,4.276556443643802830e+00,2.718845463565130682e+00,4.705643080272498523e-03,6.910340608646282912e-02
9.450000000000000000e+02,3.258852630503591286e+01,7.322705825054870226e-04,8.322007743576666172e+00,-3.316124791231311519e+01,1.742247451471838349e-01,-7.906961959550433683e-01,4.084132619593976443e+00,2.599371076337201103e+00,4.464129842349583155e-03,6.645073400648157658e-02
9.460000000000000000e+02,9.273286558263447432e+01,8.191857130224115650e-04,8.334209892350433080e+00,-3.448823886510783865e+01,1.775777695437034676e-01,-7.958731487020651585e-01,3.968198399516513764e+00,2.526493590761250463e+00,4.301634127488921690e-03,6.509416939340929853e-02
9.470000000000000000e+02,-1.124251945568367717e+02,1.174484252439346715e-03,8.584151275385359270e+00,-3.778053886042545884e+01,1.852329906411863680e-01,-8.107797519069350756e-01,4.190031377972846194e+00,2.684310526969514665e+00,4.439780903792218091e-03,6.897490437576982159e-02
9.480000000000000000e+02,4.200802820061608145e+01,1.016641070648426548e-03,9.087877405353012250e+00,-4.075535688645459942e+01,1.917981906899232647e-01,-8.304349289589554317e-01,4.201851538839957989e+00,2.736515971103304690e+00,4.443558293773564732e-03,6.963087349656958691e-02
9.490000000000000000e+02,-7.057374253449043522e+01,3.755613088703531810e-04,8.304632451938102733e+00,-3.789757157087527872e+01,1.871510513836721623e-01,-8.325103896579826301e-01,4.108441344719000909e+00,2.656196048774731810e+00,4.398888345634433504e-03,6.794443315498499558e-02
9.500000000000000000e+02,3.711960033843608642e+01,8.635589931827153789e-04,8.781270266898793864e+00,-3.961070886666073676e+01,1.903168157826374551e-01,-8.372882711113407428e-01,4.038830757010030581e+00,2.617016038906647246e+00,4.299565585982885463e-03,6.715470887323427007e-02
9.510000000000000000e+02,-4.939714894731206130e+01,4.030557160314987781e-04,7.904853037977913388e+00,-3.406577985125350949e+01,1.781085121124263149e-01,-8.029724220771784493e-01,4.143724548612147451e+00,2.651097533765489622e+00,4.518934806182830187e-03,6.770922779961592586e-02
9.520000000000000000e+02,-2.104933964670621549e+01,3.324045650711629409e-04,8.264182726005898871e+00,-3.451775311137527069e+01,1.780490561744785261e-01,-7.987310145570836184e-01,3.951791109528204338e+00,2.518521061254734406e+00,4.288138744370434581e-03,6.491716209611630983e-02
9.530000000000000000e+02,5.451840358210697701e+01,1.463101476880516484e-03,8.650021768085357721e+00,-3.941483799622348272e+01,1.898792040430011263e-01,-8.332007964893479723e-01,4.087377349681472261e+00,2.646762959111048197e+00,4.344398532713184512e-03,6.783080224803599012e-02
9.540000000000000000e+02,-1.393908735674355057e+02,2.894913129334809182e-03,8.518483385909592087e+00,-3.720542782908752599e+01,1.840237526503831211e-01,-8.091872591320583563e-01,4.097774848754198729e+00,2.615692157262848649e+00,4.363245414049207217e-03,6.748646528173313230e-02
9.550000000000000000e+02,2.655711265319087033e+02,1.278590673381711784e-02,8.384769155091683857e+00,-3.774837323426296365e+01,1.866343239682498878e-01,-8.274983577423700165e-01,4.117663811854573197e+00,2.651940873194655879e+00,4.395065671096946326e-03,6.808563481050441957e-02
